Variable,tau,beta,ci_lo,ci_hi
EFW,0.92,0.5903331415813825,0.41860729390267537,1.111119207227376
EFW,0.93,0.6664268026256694,0.4100006730324971,1.0604692431665417
EFW,0.9400000000000001,0.6278914199727446,0.3902493462599777,1.0348960415590203
EFW,0.9500000000000001,0.6113817906938116,0.3717336287416037,0.9356163504970522
EFW,0.96,0.6012811137841546,0.3425113545864762,1.00605356681469
EFW,0.97,0.580299279875232,0.29450502319475813,1.2264927641398913
EFW,0.98,0.431156137897457,0.20104204497005293,1.1119341430300738
EFW,0.99,0.3364739639773789,0.10222837135846427,1.1182600313792361
PCE,0.01,0.030209904788398564,-0.022227587613219534,0.15320303438753968
PCE,0.02,0.049827952466452864,0.01238886011503809,0.1699913669469167
PCE,0.03,0.09806546544075934,0.0054770631917573885,0.18140317495338384
PCE,0.04,0.120020131372126,-0.0016483110939219275,0.17823086049601242
PCE,0.05,0.11340955930083052,0.01833123179606422,0.20980955996365067
PCE,0.06,0.11372348634975721,0.013364788060337751,0.2261338531617366
PCE,0.07,0.11229384349429303,0.04429206457931615,0.27036937471350064
PCE,0.08,0.12511644643274342,0.055759652103541786,0.2690316620901261
PCE,0.09,0.12673751434526437,0.06012244685553727,0.26425711905191873
PCE,0.1,0.1655172193004781,0.052501448226025524,0.27753822157262914
PCE,0.11,0.168583248280145,0.052749107044346585,0.2749897583979103
PCE,0.12,0.16114275639932538,0.05108879846424757,0.29041840227001975
PCE,0.13,0.15322802905704533,0.0635381164875268,0.2875584204527821
PCE,0.14,0.14358605570032623,0.06357423521804625,0.3094560929118894
PCE,0.15,0.13488365515248665,0.056362907721257814,0.36643026532168577
PCE,0.16,0.1773889328226694,0.04775263650182464,0.36281732985665366
PCE,0.17,0.1654870473419277,0.04358726619647661,0.3613172899563806
PCE,0.18,0.2167530610051604,0.03408837205291852,0.3609217726454954
PCE,0.19,0.2080698805441889,0.04089520136726668,0.35628948645796066
PCE,0.2,0.215178036965164,0.047426467407524375,0.35480758512744964
PCE,0.21,0.20916847408509717,0.06149003634560785,0.35382827053163796
PCE,0.22,0.20312108286984604,0.06492027766451124,0.4190343931006859
PCE,0.23,0.25097257881839846,0.06444699950959919,0.41246709269758536
PCE,0.24,0.2517283576816037,0.07047761268329042,0.41565597475392996
PCE,0.25,0.2441020674607406,0.07159605717806164,0.4083927630837813
PCE,0.26,0.23060113286042816,0.10218985122211417,0.4058556653744533
PCE,0.27,0.22129564863464063,0.11615650917220074,0.40902685611495165
PCE,0.28,0.25818310802125766,0.11660096945772433,0.5076250471655845
PCE,0.29,0.26108970622995537,0.14285151488078354,0.5141328082277818
PCE,0.3,0.2517924368253465,0.13882777394330562,0.5257806461930123
PCE,0.31,0.27482075542816237,0.13144099413930707,0.5775628143521429
PCE,0.32,0.2941557612997945,0.1252356474146799,0.587870076922206
PCE,0.33,0.2716482337219231,0.11845798329654031,0.5929416184722878
PCE,0.34,0.29443242872688047,0.11184272545038139,0.6026364121323289
PCE,0.35000000000000003,0.3229169479272472,0.10753808322038633,0.6434442979093478
PCE,0.36,0.3146529797837574,0.1067299248723307,0.7536211938915418
PCE,0.37,0.34265447811776406,0.17394657895008128,0.7608224319070122
PCE,0.38,0.38532683633921433,0.16484493690022403,0.7769968366481744
PCE,0.39,0.36886542531378347,0.16977953601491952,0.7829222530843044
PCE,0.4,0.37797632689482874,0.16590757600157116,0.7837394488762257
PCE,0.41000000000000003,0.3798906099407772,0.18731695462030207,0.7755009852498176
PCE,0.42,0.4090432902147029,0.18194258524996526,0.8053795235742304
PCE,0.43,0.4841229139921144,0.18358422340832342,0.834299109657033
PCE,0.44,0.4940875803247877,0.18104446081065603,0.8658714275412334
PCE,0.45,0.4919040869967989,0.18580634862248532,0.8903235216027906
PCE,0.46,0.4906398346072111,0.2192319758327342,0.9448822355949162
PCE,0.47000000000000003,0.5307593262583372,0.2300702095537982,0.9611412447132516
PCE,0.48,0.5367331708547756,0.23606110036633887,0.9621177719374978
PCE,0.49,0.5466767155173629,0.23958353732156054,0.9649838740592847
PCE,0.5,0.5262283137645191,0.23600586903986756,0.9619439899695932
PCE,0.51,0.568702830880763,0.2391467321583118,1.001640826128458
PCE,0.52,0.5981465892342036,0.30392066701407744,1.029580813228709
PCE,0.53,0.5812209219603243,0.3022463928734602,1.0223940536945395
PCE,0.54,0.6523365992904311,0.3191258789760925,1.0800926931957144
PCE,0.55,0.6661661862650393,0.34639743408182183,1.1763764588432517
PCE,0.56,0.678466562966848,0.3380231867038061,1.191399868955085
PCE,0.5700000000000001,0.6641267836426404,0.3240217566907999,1.185453819829361
PCE,0.58,0.6439242440381322,0.31896710131037326,1.2333387048038016
PCE,0.59,0.7073865494816662,0.31402879875533257,1.2418579739010656
PCE,0.6,0.7711328203811978,0.2977648282572325,1.2809664923888198
PCE,0.61,0.7539137149979248,0.3187766245183547,1.2844975952670823
PCE,0.62,0.7336190676664132,0.3271021955549942,1.2691838225498637
PCE,0.63,0.7300636919606308,0.36100045583314266,1.2588834642920401
PCE,0.64,0.8076832065258525,0.344634709091253,1.2580811783193262
PCE,0.65,0.9059810588233779,0.3409335477857924,1.26851879610215
PCE,0.66,0.9540338285887878,0.3606881629724274,1.264850658186371
PCE,0.67,1.0030825176567146,0.35348716241243294,1.279521495116994
PCE,0.68,1.0180678706606676,0.3419758066363948,1.2722962253761603
PCE,0.6900000000000001,1.002346278897675,0.4421168425111956,1.3529875157086453
PCE,0.7000000000000001,0.981943654873397,0.48611791215204714,1.3431624270114455
PCE,0.71,0.9647186401667043,0.5079802005488675,1.3405333511020425
PCE,0.72,0.985017910494891,0.48587893951160754,1.3509853389344062
PCE,0.73,1.0276032269985125,0.4711076873552637,1.3305421937774966
PCE,0.74,1.000106732347406,0.46286363335873126,1.3806531289731294
PCE,0.75,1.0116206191448747,0.5173983296033121,1.4364838376359277
PCE,0.76,0.9895155395479305,0.5960779867903635,1.4249855597020653
PCE,0.77,1.016565866985818,0.5982271014418907,1.4253992261541162
PCE,0.78,1.0396285782917825,0.652630329076258,1.427317581662984
PCE,0.79,1.028064781696318,0.7029873897280544,1.4287942902815853
PCE,0.8,1.1397044075727545,0.699716549590635,1.4093727929332096
PCE,0.81,1.083574747631516,0.6594938794631126,1.4019879520874592
PCE,0.8200000000000001,1.088261726602598,0.6497601127439927,1.3771160579991713
PCE,0.8300000000000001,1.0566351298245327,0.6666262246468673,1.3580679457677884
PCE,0.84,1.1491382218962478,0.6533813920635732,1.4083808384057763
PCE,0.85,1.06287724139834,0.6688776099906403,1.4146247737082702
PCE,0.86,1.1686801892401972,0.6400526576532826,1.3906955069306308
PCE,0.87,1.1506217447237512,0.6515306124840098,1.3546402055201596
PCE,0.88,1.1108478619415054,0.6150253433052748,1.3084193601553662
PCE,0.89,1.0791894161831328,0.5757607713605759,1.257349082851295
PCE,0.9,1.0399943427043432,0.570466303707268,1.2304372191672028
PCE,0.91,1.0397653023570785,0.680028269638355,1.3436726988553955
PCE,0.92,0.9725454972824894,0.6775916670526098,1.366938567234025
PCE,0.93,0.9062754308136594,0.6610949788059791,1.3329750293413276
PCE,0.9400000000000001,0.8581470662165561,0.6995817406794776,1.3670488859161547
PCE,0.9500000000000001,0.8278946540210117,0.6339509395441021,1.255093676513013
PCE,0.96,0.796897734548411,0.5274700303722687,1.3385301602947188
PCE,0.97,0.7680646993408539,0.4404552288925717,1.1536891614135345
PCE,0.98,0.5774448878059862,0.35041800456384914,1.4828446398396316
PCE,0.99,0.41259832540375485,0.08674330290050965,1.2069686884388298
